date,Open,High,Low,Close,Volume
2025-08-06,146.645,146.71,144.11,145.84,8475658.0
2025-08-05,148.52,148.65,145.67,146.71,7794509.0
2025-08-04,148.51,150.79,147.075,147.51,8150186.0
2025-08-01,146.46,149.165,145.79,148.19,12706714.0
2025-07-31,153.11,156.8039,145.5776,146.76,24440140.0
2025-07-30,163.0,163.27,158.0,159.06,14382464.0
2025-07-29,162.035,163.6,161.14,162.08,9460889.0
2025-07-28,159.76,161.96,159.16,161.05,9627310.0
2025-07-25,158.9,159.2,157.41,158.4,4808242.0
2025-07-24,158.345,159.09,156.789,158.84,5014820.0
2025-07-23,158.59,160.04,156.93,159.88,7296150.0
2025-07-22,158.955,159.04,156.17,157.99,6951574.0
2025-07-21,154.92,159.93,154.91,158.97,7662335.0
2025-07-18,153.04,155.43,152.73,154.8,7433858.0
2025-07-17,153.0,153.5299,151.8,152.61,7018604.0
2025-07-16,154.3,154.5,151.5401,154.07,7106685.0
2025-07-15,156.29,156.71,154.12,154.3,6467332.0
2025-07-14,156.42,156.495,153.48,154.29,7382550.0
2025-07-11,159.0,159.17,157.15,157.46,5907658.0
2025-07-10,158.99,160.29,157.79,159.09,5675549.0
2025-07-09,159.4,161.4838,158.25,159.35,4190120.0
2025-07-08,159.47,161.83,158.61,159.45,6879080.0
2025-07-07,161.11,161.49,157.57,158.09,7187449.0
2025-07-03,163.045,163.9573,162.09,162.21,4280773.0
2025-07-02,159.68,162.79,158.8,162.32,8916394.0
2025-07-01,158.22,161.65,157.98,159.4,8942314.0
2025-06-30,158.39,159.86,157.8,159.26,7988244.0
2025-06-27,158.65,161.1,157.57,158.54,22100340.0
2025-06-26,156.5,158.42,155.91,158.19,6278199.0
2025-06-25,156.1,156.5317,154.59,155.93,5280104.0
2025-06-24,154.73,156.3,154.15,155.71,7692670.0
2025-06-23,151.23,153.52,149.683,153.14,6860687.0
2025-06-20,154.23,155.12,150.63,151.32,15501852.0
2025-06-18,155.0,156.0994,153.15,153.63,6708683.0
2025-06-17,156.65,157.58,154.39,154.46,7146944.0
2025-06-16,157.03,158.45,155.64,156.87,8686257.0
2025-06-13,156.34,157.17,154.44,154.72,8446444.0
2025-06-12,159.0,159.61,157.95,158.7,5689351.0
2025-06-11,160.0,162.14,157.7,159.48,8859937.0
